reporting_jurisdiction,county_names,other_jurisdiction,zipcode,population_served,sample_location,sample_location_specify,institution_type,wwtp_name,wwtp_jurisdiction,capacity_mgd,sample_type,sample_matrix,concentration_method,extraction_method,rec_eff_target_name,rec_eff_spike_matrix,rec_eff_spike_conc,pcr_target,pcr_gene_target,pcr_gene_target_ref,pcr_type,lod_ref,quant_stan_type,stan_ref,inhibition_method,num_no_target_control,sample_collect_date,sample_collect_time,flow_rate,sample_id,lab_id,test_result_date,pcr_target_units,pcr_target_avg_conc,lod_sewage,ntc_amplify,rec_eff_percent,inhibition_detect,inhibition_adjust,hum_frac_mic_conc,hum_frac_mic_unit,hum_frac_target_mic,hum_frac_target_mic_ref,,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,8:15,0.07536,L_10112022,13,2022-10-12,copies/L wastewater,2325,964,no,5.24,not tested,no,8511696,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,8:00,0.17604,R_10112022,13,2022-10-12,copies/L wastewater,16361,964,no,6.70,not tested,no,12695473,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,7:43,0.06724,TP6_10112022,13,2022-10-12,copies/L wastewater,107,964,no,16.54,not tested,no,3142866,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,7:55,0.02716,TP9_10112022,13,2022-10-12,copies/L wastewater,0,964,no,4.69,not tested,no,1618170,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-12,8:15,0.036,TP16_10122022,13,2022-10-12,copies/L wastewater,2759,964,no,13.30,not tested,no,2508214,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,10:32,0.02068,TP22_10112022,13,2022-10-12,copies/L wastewater,359,964,no,14.29,not tested,no,5673848,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-11,8:47,0.02688,TP25_10112022,13,2022-10-12,copies/L wastewater,0,964,no,2.93,not tested,no,16347955,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,8:00,0.06828,D_10162022,13,2022-10-17,copies/L wastewater,10294,964,no,4.39,not tested,no,3840348,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,8:20,0.07536,L_10162022,13,2022-10-17,copies/L wastewater,18864,964,no,6.14,not tested,no,15515268,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,8:15,0.17604,R_10162022,13,2022-10-17,copies/L wastewater,15669,964,no,9.14,not tested,no,18299973,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,7:48,0.06724,TP6_10162022,13,2022-10-17,copies/L wastewater,104,964,no,15.05,not tested,no,8353759,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,7:58,0.02716,TP9_10162022,13,2022-10-17,copies/L wastewater,0,964,no,11.80,not tested,no,4848317,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,7:25,0.036,TP16_10162022,13,2022-10-17,copies/L wastewater,12268,964,no,4.15,not tested,no,31445652,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-16,8:35,0.02068,TP22_10162022,13,2022-10-17,copies/L wastewater,135,964,no,9.72,not tested,no,23431500,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-17,8:20,0.02688,TP25_10172022,13,2022-10-17,copies/L wastewater,0,964,no,7.99,not tested,no,2327929,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,8:00,0.06828,D_10182022,13,2022-10-19,copies/L wastewater,34213,964,no,5.39,not tested,no,2519089,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,8:30,0.07536,L_10182022,13,2022-10-19,copies/L wastewater,6448,964,no,4.52,not tested,no,6853705,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,8:15,0.17604,R_10182022,13,2022-10-19,copies/L wastewater,4023,964,no,8.05,not tested,no,7344210,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,7:45,0.06724,TP6_10182022,13,2022-10-19,copies/L wastewater,0,964,no,11.77,not tested,no,1790884,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,7:55,0.02716,TP9_10182022,13,2022-10-19,copies/L wastewater,98,964,no,6.15,not tested,no,7782696,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,8:04,0.036,TP16_10182022,13,2022-10-19,copies/L wastewater,5385,964,no,8.67,not tested,no,4644500,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-18,8:55,0.02068,TP22_10182022,13,2022-10-19,copies/L wastewater,0,964,no,3.55,not tested,no,9346518,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,672,upstream  ,OU_TP25,higher ed dorm,Athens WTP,OH,4.8,grab,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-19,8:15,0.02688,TP25_10192022,13,2022-10-19,copies/L wastewater,195,964,no,8.72,not tested,no,894991,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:00,0.06828,D_10232022,13,2022-10-24,copies/L wastewater,10473,964,no,6.04,not tested,no,4175616,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1884,upstream  ,OU_L,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:30,0.07536,L_10232022,13,2022-10-24,copies/L wastewater,11000,964,no,6.57,not tested,no,16812116,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,4401,upstream  ,OU_R,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:15,0.17604,R_10232022,13,2022-10-24,copies/L wastewater,13371,964,no,5.53,not tested,no,10115848,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1681,upstream  ,OU_TP6,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:27,0.06724,TP6_10232022,13,2022-10-24,copies/L wastewater,334,964,no,13.12,not tested,no,5578355,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,679,upstream  ,OU_TP9,higher ed other,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:39,0.02716,TP9_10232022,13,2022-10-24,copies/L wastewater,0,964,no,4.98,not tested,no,29644632,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,900,upstream  ,OU_TP16,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,8:48,0.036,TP16_10232022,13,2022-10-24,copies/L wastewater,12734,964,no,8.80,not tested,no,15118452,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,517,upstream  ,OU_TP22,higher ed dorm,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-23,9:00,0.02068,TP22_10232022,13,2022-10-24,copies/L wastewater,0,964,no,1.65,not tested,no,51876623,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
OH,39009,,45701,1707,upstream  ,OU_D,not institution specific,Athens WTP,OH,4.8,24-hr time-weighted composite,raw wastewater,innovaprep ultrafiltration,qiagen allprep powerviral dna/rna kit,bcov vaccine,raw sample,2,sars-cov-2,n2,US_CDC 2019-Novel Coronavirus (2019-nCoV) Real-time rRT-PCR Panel: Primers and Probes. 2020.,dpcr,LOD calculation - Qiagen email - 2022-09-22,rna,"Twist Synthetic SARS-CoV-2 RNA Control
2 (MN908947.3)",GT Molecular Inhibition Assessment Protocol Appendix E for QIAcuity,2,2022-10-25,7:50,0.06828,D_10252022,13,2022-10-26,copies/L wastewater,3157,964,no,9.44,not tested,no,4202884,copies/L wastewater,pepper mild mottle virus,"Kitajima, M., Sassi, H.P. & Torrey, J.R. Pepper mild mottle virus as a water quality indicator. npj Clean Water 1, 19 (2018). ",,,,,,,,,,
